"EIN","FORM_2016","FORM_2017","FORM_2018","FORM_2019","FORM_2020","FORM_2021","TOT"
640432686,"pc","pc","pc","pc","pc","",5
640432937,"pc","pc","pc","pc","pc","pc",6
640433402,"pc","pc","pc","pc","pc","pc",6
640433629,"pc","pc","pc","pc","pc","pc",6
640433756,"pc","pc","pc","pc","pc","",5
640434184,"pc","pc","pc","pc","pc","",5
640434233,"pc","pc","pc","pc","pc","pc",6
640434535,"pc","pc","pc","pc","pc","pc",6
640437767,"","pc","pc","pc","pc","pc",5
640440167,"pc","pc","pc","pc","pc","pc",6
640440512,"pc","pc","pc","pc","pc","pc",6
640442959,"pc","pc","pc","pc","pc","",5
640477962,"pc","pc","pc","pc","","pc",5
640508153,"pc","pc","pc","pc","pc","pc",6
640548173,"pc","pc","pc","pc","pc","pc",6
640564343,"pc","pc","pc","pc","pc","pc",6
640613658,"pc","pc","pc","pc","","",4
640617544,"pc","pc","pc","pc","pc","pc",6
640629668,"pc","pc","pc","pc","","",4
640635516,"pc","pc","pc","pc","pc","pc",6
640651749,"ez","ez","","pc","","pc",4
640656034,"pc","pc","pc","pc","pc","pc",6
640710857,"pc","pc","pc","pc","pc","pc",6
640744873,"pc","pc","pc","pc","pc","pc",6
640749527,"pc","pc","pc","pc","pc","pc",6
640750633,"pc","pc","pc","pc","pc","pc",6
640757480,"","","","pc","pc","",2
640763761,"pc","pc","pc","pc","pc","pc",6
640770209,"pc","pc","pc","pc","pc","pc",6
640776112,"pc","pc","pc","pc","","pc",5
640781871,"pc","pc","pc","pc","pc","pc",6
640783888,"pc","pc","","pc","pc","pc",5
640786311,"pc","pc","pc","pc","","pc",5
640799536,"ez","ez","pc","pc","ez","",5
640814239,"pc","pc","pc","pc","pc","pc",6
640816305,"pc","pc","pc","pc","pc","pc",6
640828837,"pc","pc","pc","pc","pc","pc",6
640833346,"pc","pc","pc","pc","pc","pc",6
640851798,"pc","pc","pc","pc","pc","pc",6
640854543,"pc","pc","","pc","pc","",4
640855722,"pc","pc","","","pc","pc",4
640862113,"pc","pc","pc","pc","pc","pc",6
640864843,"pc","pc","pc","pc","pc","pc",6
640865274,"pc","pc","pc","pc","pc","pc",6
640866299,"ez","","ez","ez","","",3
640923779,"pc","pc","","pc","pc","",4
640937063,"pc","pc","pc","","pc","pc",5
640960507,"pc","pc","pc","pc","","pc",5
650045254,"pc","pc","pc","pc","pc","pc",6
650080062,"ez","","ez","pc","pc","pc",5
650108974,"","pc","pc","pc","pc","pc",5
650146804,"pc","","pc","pc","pc","pc",5
650159176,"pc","pc","pc","pc","","pc",5
650174688,"ez","ez","ez","ez","ez","ez",6
650187752,"pc","","pc","pc","pc","pc",5
650230079,"pc","pc","pc","pc","pc","pc",6
650239821,"pc","pc","pc","ez","ez","ez",6
650295038,"pc","pc","pc","pc","pc","pc",6
650326534,"pc","pc","pc","","pc","pc",5
650330502,"ez","ez","ez","ez","ez","ez",6
650334205,"pc","pc","pc","pc","","pc",5
650352279,"pc","pc","pc","pc","pc","pc",6
650362710,"pc","pc","pc","pc","","",4
650383037,"pc","pc","pc","pc","pc","",5
650387766,"pc","pc","pc","","pc","pc",5
650401491,"pc","pc","pc","pc","pc","",5
650406381,"pc","pc","pc","pc","pc","pc",6
650407370,"pc","pc","pc","","pc","pc",5
650441965,"ez","pc","pc","pc","","pc",5
650443188,"","pc","","pc","pc","pc",4
650464173,"pc","pc","pc","pc","pc","pc",6
650472327,"pc","pc","pc","pc","","pc",5
650484034,"pc","","pc","pc","pc","pc",5
650492358,"pc","pc","pc","pc","pc","pc",6
650514712,"pc","ez","ez","ez","","pc",5
650545058,"pc","pc","pc","pc","pc","pc",6
650548855,"pc","pc","pc","pc","pc","pc",6
650631850,"pc","pc","pc","pc","pc","pc",6
650678966,"pc","pc","pc","pc","pc","pc",6
650699777,"ez","pc","pc","pc","","pc",5
650820596,"pc","","pc","pc","pc","pc",5
650841175,"pc","pc","pc","pc","pc","pc",6
650870180,"pc","","pc","pc","pc","pc",5
650898790,"pc","pc","pc","pc","pc","pc",6
650922040,"pc","pc","pc","pc","pc","pc",6
650953161,"pc","pc","pc","pc","pc","",5
650971509,"pc","pc","pc","pc","pc","pc",6
650979677,"pc","pc","pc","pc","pc","pc",6
650984762,"pc","","pc","pc","","pc",4
651035130,"pc","","pc","pc","pc","pc",5
651046928,"pc","pc","pc","pc","pc","pc",6
651065285,"pc","pc","pc","pc","pc","pc",6
651067124,"pc","pc","pc","pc","pc","pc",6
651072394,"pc","pc","pc","pc","pc","pc",6
651142545,"pc","pc","pc","pc","pc","pc",6
651166533,"pc","pc","pc","pc","pc","pc",6
651193882,"pc","pc","","pc","pc","pc",5
651238417,"pc","pc","pc","pc","pc","pc",6
651293894,"pc","pc","pc","pc","pc","pc",6
651304670,"pc","pc","pc","pc","pc","pc",6
660219758,"","pc","pc","pc","pc","pc",5
660264286,"pc","pc","pc","pc","","pc",5
660398333,"pc","pc","pc","pc","","pc",5
660426787,"pc","pc","pc","","pc","pc",5
660428651,"pc","pc","pc","pc","pc","pc",6
660429983,"pc","","pc","pc","","pc",4
660477909,"pc","","pc","pc","","pc",4
660480131,"","pc","pc","pc","pc","pc",5
660490632,"pc","pc","pc","pc","","",4
660490822,"pc","","pc","pc","","pc",4
660501718,"pc","pc","pc","pc","","pc",5
660503788,"pc","","pc","pc","","pc",4
660514937,"pc","pc","pc","pc","pc","pc",6
660528522,"pc","pc","pc","pc","pc","pc",6
660528601,"pc","pc","pc","pc","","pc",5
660593598,"pc","pc","pc","pc","","pc",5
660641575,"pc","pc","pc","pc","pc","",5
680004389,"pc","pc","pc","pc","pc","pc",6
680007197,"pc","pc","pc","pc","pc","pc",6
680038964,"pc","pc","pc","pc","pc","pc",6
680062062,"pc","pc","pc","pc","pc","pc",6
680101133,"pc","pc","pc","pc","pc","pc",6
680117241,"pc","pc","pc","pc","pc","pc",6
680118032,"pc","pc","pc","pc","pc","pc",6
680133565,"pc","pc","pc","pc","pc","pc",6
680174526,"pc","pc","pc","pc","pc","pc",6
680178607,"pc","","pc","","pc","pc",4
680183692,"pc","pc","pc","pc","pc","pc",6
680226140,"pc","pc","pc","pc","pc","",5
680235719,"pc","pc","pc","pc","pc","pc",6
680248670,"","pc","pc","pc","pc","pc",5
680252305,"pc","pc","pc","ez","pc","ez",6
680256280,"pc","pc","pc","pc","pc","pc",6
680265463,"pc","pc","pc","pc","pc","pc",6
680275241,"pc","pc","pc","pc","pc","pc",6
680289600,"pc","pc","pc","pc","pc","pc",6
680289978,"pc","pc","pc","pc","pc","pc",6
680294153,"pc","pc","pc","pc","pc","pc",6
680302530,"pc","pc","pc","","pc","pc",5
680317456,"pc","pc","pc","pc","pc","pc",6
680322086,"pc","pc","pc","pc","pc","pc",6
680335661,"ez","pc","pc","pc","pc","pc",6
680336461,"pc","pc","pc","pc","pc","pc",6
680336533,"ez","ez","pc","pc","pc","pc",6
680343183,"pc","pc","pc","pc","pc","pc",6
680355316,"pc","pc","pc","pc","pc","pc",6
680365842,"pc","pc","pc","pc","pc","pc",6
680374003,"pc","pc","pc","pc","pc","pc",6
680378673,"pc","pc","pc","pc","pc","pc",6
680378676,"pc","pc","ez","ez","ez","ez",6
680389884,"pc","pc","pc","pc","pc","pc",6
680407470,"pc","pc","pc","pc","pc","pc",6
680430154,"pc","pc","pc","pc","pc","pc",6
680440554,"pc","pc","pc","pc","pc","pc",6
680440622,"pc","pc","pc","","pc","pc",5
680459756,"pc","pc","pc","pc","pc","pc",6
680472556,"pc","pc","pc","pc","","pc",5
680476830,"pc","","pc","pc","pc","pc",5
680489877,"pc","","pc","pc","pc","pc",5
680544935,"pc","pc","pc","pc","pc","pc",6
710386067,"pc","pc","pc","","pc","pc",5
710386409,"pc","pc","pc","pc","pc","pc",6
710387337,"pc","","pc","pc","pc","pc",5
710388673,"pc","pc","pc","pc","pc","pc",6
710388927,"pc","pc","pc","pc","pc","pc",6
710389282,"pc","pc","","pc","","pc",4
710389481,"pc","pc","pc","pc","pc","",5
710391706,"","pc","pc","pc","","pc",4
710406286,"pc","pc","pc","pc","","pc",5
710407485,"pc","pc","pc","pc","pc","pc",6
710412085,"pc","pc","","pc","pc","pc",5
710430462,"pc","pc","pc","pc","","",4
710444949,"pc","pc","pc","pc","pc","",5
710464321,"pc","pc","pc","pc","","pc",5
710502737,"pc","","pc","","pc","pc",4
710521880,"","pc","pc","pc","pc","pc",5
710521887,"pc","pc","pc","","pc","pc",5
710531191,"","pc","pc","pc","pc","pc",5
710540330,"pc","pc","pc","pc","pc","pc",6
710542195,"pc","pc","pc","pc","pc","pc",6
710586047,"pc","pc","pc","pc","pc","pc",6
710586053,"pc","pc","pc","pc","pc","pc",6
710597729,"pc","pc","pc","pc","pc","pc",6
710608450,"ez","ez","ez","ez","ez","ez",6
710674001,"pc","pc","pc","pc","pc","pc",6
710679902,"pc","pc","pc","pc","pc","pc",6
710679937,"","pc","","pc","pc","pc",4
710684329,"pc","","pc","pc","","",3
710715152,"","pc","pc","pc","pc","pc",5
710759751,"pc","","pc","pc","pc","",4
710776139,"pc","","pc","pc","pc","pc",5
710808550,"pc","pc","","pc","pc","",4
710816849,"pc","pc","pc","pc","","pc",5
710827641,"pc","pc","pc","pc","pc","pc",6
710830615,"pc","pc","pc","pc","pc","pc",6
710890471,"pc","","pc","pc","pc","pc",5
710933645,"pc","pc","pc","pc","pc","pc",6
710961103,"pc","pc","pc","pc","pc","pc",6
710985879,"pc","pc","pc","pc","pc","pc",6
711029079,"pc","","pc","pc","pc","pc",5
720097307,"pc","pc","pc","pc","","pc",5
720408911,"pc","pc","pc","pc","pc","pc",6
720599165,"pc","pc","pc","pc","pc","pc",6
720601249,"pc","pc","pc","pc","pc","pc",6
720602460,"","","pc","pc","pc","pc",4
720602636,"pc","pc","pc","pc","pc","pc",6
720605150,"pc","","pc","","pc","",3
720629286,"ez","ez","ez","ez","ez","ez",6
720631111,"pc","pc","pc","pc","","pc",5
720631712,"pc","pc","pc","pc","pc","pc",6
720631715,"pc","pc","pc","pc","pc","pc",6
720632675,"pc","pc","pc","pc","pc","pc",6
720643183,"pc","pc","pc","pc","pc","pc",6
720648848,"pc","pc","pc","pc","pc","pc",6
720689114,"pc","pc","pc","pc","pc","pc",6
720691608,"pc","pc","pc","pc","pc","",5
720696092,"pc","pc","pc","pc","pc","pc",6
720708091,"pc","pc","pc","pc","pc","pc",6
720760857,"pc","pc","pc","pc","pc","pc",6
720786459,"pc","pc","pc","pc","pc","pc",6
720796570,"pc","pc","pc","pc","pc","pc",6
720801513,"","pc","pc","pc","pc","pc",5
720921695,"pc","pc","pc","pc","pc","pc",6
721011835,"pc","pc","pc","pc","","pc",5
721096775,"pc","pc","pc","pc","pc","pc",6
721116015,"pc","pc","pc","pc","pc","pc",6
721116016,"pc","pc","pc","pc","pc","pc",6
721116018,"pc","pc","pc","pc","pc","pc",6
721141747,"","pc","pc","pc","pc","pc",5
721151998,"pc","","pc","pc","pc","pc",5
721158473,"pc","pc","pc","pc","pc","pc",6
721160700,"pc","pc","pc","pc","","pc",5
721161354,"pc","pc","pc","pc","pc","pc",6
721181908,"pc","pc","pc","pc","pc","",5
721196990,"pc","pc","pc","pc","pc","",5
721209712,"pc","pc","pc","","","ez",4
721213057,"pc","pc","pc","pc","pc","pc",6
721218825,"pc","pc","pc","pc","pc","pc",6
721223347,"pc","pc","pc","","","pc",4
721245393,"ez","ez","pc","pc","pc","pc",6
721277603,"","pc","pc","pc","pc","pc",5
721296205,"","pc","","pc","","pc",3
721303737,"pc","","pc","pc","pc","",4
721311778,"pc","pc","pc","pc","pc","pc",6
721318219,"","pc","pc","","","pc",3
721332049,"pc","pc","","pc","pc","pc",5
721343499,"","pc","pc","pc","pc","pc",5
721354070,"pc","pc","pc","pc","pc","pc",6
721356854,"","pc","pc","pc","pc","pc",5
721364399,"pc","pc","pc","pc","pc","pc",6
721372292,"pc","pc","pc","pc","pc","",5
721379740,"pc","pc","pc","pc","pc","pc",6
721386278,"pc","","pc","pc","","pc",4
721402559,"pc","pc","pc","pc","pc","pc",6
721403747,"pc","pc","pc","pc","pc","pc",6
721413941,"pc","pc","pc","","","",3
721436129,"pc","pc","pc","pc","pc","pc",6
721436533,"pc","","pc","pc","pc","pc",5
721436982,"","pc","","pc","pc","pc",4
721437416,"","pc","","pc","","pc",3
721459837,"ez","ez","ez","","ez","ez",5
721462917,"pc","pc","pc","pc","pc","pc",6
721479693,"pc","pc","pc","pc","pc","pc",6
721499442,"pc","pc","pc","pc","pc","pc",6
721504486,"pc","pc","pc","pc","pc","pc",6
721510673,"pc","pc","pc","pc","pc","pc",6
721526567,"pc","pc","pc","pc","pc","pc",6
721534324,"pc","pc","pc","pc","pc","pc",6
721542157,"pc","pc","pc","pc","","pc",5
726019412,"pc","pc","pc","pc","","pc",5
726031055,"ez","ez","ez","ez","","ez",5
730740763,"pc","pc","pc","pc","pc","pc",6
730744747,"pc","pc","pc","pc","pc","pc",6
730752239,"pc","pc","pc","pc","pc","pc",6
730753739,"pc","pc","pc","pc","pc","pc",6
730754419,"pc","pc","pc","pc","","pc",5
730770231,"pc","pc","pc","pc","pc","pc",6
730772321,"pc","pc","pc","pc","pc","pc",6
730772528,"pc","pc","pc","pc","pc","pc",6
730775109,"pc","pc","pc","pc","","pc",5
730775241,"pc","pc","pc","pc","pc","pc",6
730776195,"pc","pc","pc","pc","pc","pc",6
730776404,"pc","pc","pc","","pc","pc",5
730776899,"pc","pc","pc","pc","pc","pc",6
730777705,"pc","pc","pc","pc","pc","pc",6
730779703,"pc","pc","pc","pc","pc","pc",6
730785941,"pc","pc","pc","pc","pc","pc",6
730785944,"pc","pc","pc","pc","","pc",5
730798682,"ez","ez","","ez","","ez",4
730928419,"pc","pc","pc","pc","pc","pc",6
730960311,"pc","pc","pc","pc","pc","pc",6
730968906,"pc","pc","pc","pc","pc","pc",6
731019247,"pc","pc","pc","pc","pc","pc",6
731084819,"pc","pc","pc","pc","pc","pc",6
731116755,"pc","pc","pc","pc","pc","pc",6
731129417,"pc","pc","pc","pc","pc","pc",6
731135031,"pc","","pc","pc","pc","pc",5
731138726,"pc","pc","pc","pc","","pc",5
731173687,"pc","pc","pc","pc","pc","pc",6
731184980,"pc","pc","","pc","pc","pc",5
731219338,"pc","","pc","","pc","pc",4
731280047,"pc","pc","pc","pc","pc","pc",6
731325063,"pc","pc","pc","pc","pc","pc",6
731351405,"pc","pc","pc","pc","pc","pc",6
731360030,"pc","pc","pc","pc","","pc",5
731361005,"ez","","","ez","ez","ez",4
731397452,"pc","pc","pc","pc","pc","pc",6
731401845,"","pc","pc","pc","pc","pc",5
731419279,"pc","pc","pc","pc","pc","pc",6
731420097,"pc","pc","pc","pc","","",4
731450790,"pc","pc","","pc","pc","pc",5
731473840,"pc","pc","pc","pc","pc","pc",6
731506844,"pc","pc","pc","","pc","pc",5
731513088,"pc","pc","pc","pc","pc","pc",6
731529495,"pc","pc","pc","pc","","pc",5
731534381,"ez","pc","pc","","pc","pc",5
731572250,"","pc","pc","pc","pc","pc",5
731628090,"pc","pc","pc","pc","pc","pc",6
731651113,"pc","pc","pc","pc","pc","pc",6
731689770,"pc","pc","pc","pc","pc","pc",6
741109750,"pc","pc","pc","pc","pc","pc",6
741117341,"pc","pc","pc","pc","pc","pc",6
741143119,"pc","pc","pc","pc","pc","",5
741238418,"pc","","pc","pc","pc","pc",5
741382713,"pc","pc","pc","pc","","pc",5
741495127,"pc","pc","pc","pc","pc","pc",6
741508183,"pc","pc","pc","pc","pc","pc",6
741533639,"pc","pc","pc","pc","pc","pc",6
741536121,"","pc","pc","","pc","pc",4
741541726,"pc","pc","pc","pc","pc","pc",6
741541774,"pc","pc","pc","pc","pc","pc",6
741543395,"pc","pc","pc","pc","pc","pc",6
741547195,"pc","pc","pc","pc","pc","pc",6
741548511,"pc","pc","pc","pc","pc","pc",6
741549077,"pc","","pc","pc","pc","pc",5
741587460,"pc","pc","pc","","","",3
741590387,"pc","pc","pc","pc","pc","pc",6
741591558,"pc","pc","pc","pc","pc","pc",6
741602691,"pc","pc","pc","pc","pc","pc",6
741611455,"pc","pc","pc","pc","pc","pc",6
741622533,"pc","pc","pc","pc","pc","pc",6
741679824,"pc","pc","pc","pc","pc","pc",6
741691632,"pc","pc","pc","pc","pc","pc",6
741711575,"pc","pc","pc","pc","pc","pc",6
741715140,"pc","pc","pc","pc","pc","pc",6
741815988,"pc","pc","pc","pc","pc","pc",6
741835777,"pc","pc","pc","pc","pc","pc",6
741842169,"pc","pc","pc","pc","pc","pc",6
741883434,"pc","pc","pc","pc","pc","pc",6
741890518,"pc","pc","pc","pc","pc","pc",6
741897502,"pc","pc","pc","pc","pc","pc",6
741989590,"pc","pc","pc","pc","pc","pc",6
741993265,"","pc","pc","pc","","pc",4
742033203,"pc","pc","pc","pc","pc","pc",6
742050021,"pc","pc","pc","pc","pc","",5
742050245,"pc","pc","pc","pc","","pc",5
742099326,"pc","pc","pc","pc","","pc",5
742135991,"pc","pc","pc","pc","","pc",5
742138785,"pc","pc","pc","pc","pc","pc",6
742140472,"pc","pc","pc","pc","","pc",5
742148804,"pc","pc","pc","pc","pc","pc",6
742197954,"","ez","","ez","","ez",3
742219654,"pc","pc","pc","pc","pc","pc",6
742229383,"pc","pc","pc","pc","pc","pc",6
742247265,"pc","pc","pc","pc","pc","pc",6
742255208,"pc","pc","pc","pc","pc","pc",6
742274265,"pc","pc","pc","pc","pc","pc",6
742275534,"pc","pc","pc","pc","pc","pc",6
742279246,"pc","pc","pc","pc","pc","pc",6
742281135,"pc","pc","pc","pc","pc","",5
742285793,"pc","pc","pc","pc","pc","pc",6
742308695,"pc","pc","pc","pc","pc","pc",6
742311967,"pc","pc","pc","pc","pc","pc",6
742373217,"pc","pc","pc","pc","pc","pc",6
742377341,"pc","pc","pc","pc","pc","pc",6
742377531,"","pc","pc","pc","","pc",4
742379330,"pc","pc","pc","pc","pc","pc",6
742379794,"pc","pc","pc","pc","pc","",5
742401708,"","pc","pc","pc","pc","pc",5
742444724,"pc","pc","pc","pc","pc","pc",6
742449502,"pc","pc","pc","pc","pc","pc",6
742457919,"pc","pc","pc","pc","pc","pc",6
742467696,"pc","pc","pc","pc","pc","pc",6
742473501,"pc","pc","pc","","pc","pc",5
742481167,"pc","pc","pc","pc","pc","pc",6
742481679,"pc","pc","pc","pc","pc","pc",6
742483839,"pc","pc","pc","","pc","pc",5
742499923,"pc","pc","pc","pc","pc","pc",6
742504676,"pc","pc","pc","pc","pc","pc",6
742508760,"pc","pc","pc","pc","pc","pc",6
742510477,"pc","pc","pc","pc","pc","pc",6
742513448,"pc","pc","pc","pc","","pc",5
742561727,"pc","pc","pc","pc","pc","pc",6
742563260,"pc","pc","pc","","pc","pc",5
742567014,"pc","pc","pc","pc","pc","pc",6
742569914,"pc","pc","pc","pc","pc","pc",6
742575461,"pc","pc","pc","pc","pc","",5
742577019,"ez","ez","ez","ez","","ez",5
742581007,"pc","pc","pc","pc","pc","pc",6
742581297,"","pc","pc","pc","pc","pc",5
742582369,"pc","pc","pc","pc","pc","pc",6
742606469,"pc","pc","pc","pc","pc","pc",6
742608736,"pc","pc","pc","pc","pc","pc",6
742609516,"pc","pc","pc","pc","pc","pc",6
742611475,"pc","pc","pc","pc","pc","pc",6
742618914,"","","ez","ez","","ez",3
742632778,"pc","pc","pc","pc","pc","pc",6
742643761,"pc","pc","pc","pc","","pc",5
742678601,"pc","pc","pc","pc","","pc",5
742679881,"pc","pc","pc","pc","pc","pc",6
742681649,"pc","pc","pc","pc","pc","pc",6
742684917,"pc","pc","pc","pc","pc","pc",6
742685268,"pc","pc","pc","pc","pc","pc",6
742691645,"pc","pc","pc","pc","pc","pc",6
742696297,"pc","pc","pc","pc","pc","pc",6
742699476,"pc","pc","pc","pc","pc","pc",6
742699478,"pc","pc","pc","pc","pc","pc",6
742708782,"pc","pc","pc","pc","","",4
742712770,"pc","pc","pc","pc","pc","pc",6
742713852,"pc","pc","pc","","","",3
742722512,"pc","pc","pc","pc","pc","pc",6
742724014,"pc","pc","pc","pc","pc","pc",6
742740889,"pc","pc","pc","pc","pc","pc",6
742744850,"ez","ez","ez","ez","ez","ez",6
742746185,"pc","pc","pc","pc","pc","pc",6
742755615,"pc","pc","pc","pc","pc","pc",6
742757266,"pc","pc","pc","pc","","pc",5
742771768,"pc","","","ez","pc","pc",4
742781623,"pc","pc","pc","pc","pc","pc",6
742785217,"ez","","","pc","","pc",3
742789886,"pc","pc","pc","pc","pc","pc",6
742790201,"pc","pc","","pc","pc","",4
742796160,"pc","pc","pc","pc","","pc",5
742804227,"ez","ez","pc","ez","ez","",5
742811921,"pc","","","","","pc",2
742814572,"pc","pc","pc","pc","pc","pc",6
742835763,"","pc","pc","pc","pc","pc",5
742876270,"pc","pc","pc","pc","pc","pc",6
742878070,"pc","","pc","pc","pc","pc",5
742885150,"pc","pc","pc","","pc","pc",5
742891327,"","pc","pc","","pc","pc",4
742907371,"pc","pc","pc","pc","","pc",5
742925720,"pc","pc","pc","pc","pc","pc",6
742948330,"pc","pc","pc","pc","pc","pc",6
742960018,"","pc","pc","pc","pc","pc",5
742981319,"pc","pc","pc","pc","pc","pc",6
742986658,"pc","pc","pc","pc","pc","pc",6
742995407,"pc","pc","pc","pc","pc","pc",6
743018462,"pc","pc","pc","pc","pc","pc",6
743061811,"pc","pc","pc","pc","pc","pc",6
743080706,"pc","pc","","pc","pc","pc",5
743081569,"pc","pc","pc","pc","pc","pc",6
743112447,"pc","pc","pc","pc","","pc",5
743112451,"pc","pc","pc","pc","","pc",5
743119068,"","","pc","pc","","",2
743156314,"pc","pc","","pc","pc","pc",5
743166719,"","","ez","ez","pc","pc",4
743236209,"pc","pc","pc","pc","pc","pc",6
743240184,"pc","pc","pc","pc","pc","pc",6
743248920,"pc","pc","pc","pc","pc","pc",6
746067937,"pc","pc","pc","pc","pc","pc",6
746068251,"pc","pc","pc","pc","pc","pc",6
746075213,"pc","pc","pc","pc","pc","pc",6
746075993,"","pc","pc","pc","pc","pc",5
746088061,"pc","pc","pc","pc","pc","pc",6
746105756,"ez","","ez","ez","ez","ez",5
746241715,"ez","ez","ez","ez","ez","ez",6
750800631,"pc","pc","pc","pc","pc","pc",6
750808769,"pc","pc","pc","pc","pc","pc",6
750818147,"pc","pc","pc","pc","pc","pc",6
751213282,"pc","pc","pc","pc","pc","pc",6
751226644,"pc","pc","pc","pc","pc","pc",6
751230219,"pc","","pc","pc","","pc",4
751230663,"pc","pc","pc","pc","pc","pc",6
751584080,"pc","pc","pc","pc","pc","pc",6
751597790,"pc","pc","pc","pc","","",4
751633139,"pc","pc","pc","pc","pc","pc",6
751634806,"pc","pc","pc","pc","pc","pc",6
751666000,"pc","pc","pc","pc","pc","pc",6
751701823,"pc","pc","pc","pc","pc","pc",6
751804813,"pc","pc","pc","pc","pc","pc",6
751820887,"pc","pc","pc","pc","pc","pc",6
751850380,"pc","pc","pc","pc","pc","pc",6
751867465,"","","pc","pc","pc","pc",4
752033113,"pc","pc","","pc","pc","pc",5
752052605,"pc","pc","pc","pc","pc","pc",6
752097161,"pc","pc","pc","pc","pc","pc",6
752108334,"","pc","pc","pc","pc","pc",5
752128963,"pc","pc","pc","pc","pc","pc",6
752130884,"pc","pc","pc","pc","pc","pc",6
752137179,"pc","pc","pc","pc","pc","pc",6
752144518,"pc","pc","pc","pc","pc","pc",6
752231694,"pc","pc","pc","pc","pc","pc",6
752239189,"pc","pc","pc","pc","pc","pc",6
752242652,"ez","ez","ez","pc","pc","ez",6
752280264,"pc","pc","pc","pc","pc","pc",6
752305037,"pc","pc","pc","pc","pc","pc",6
752332948,"pc","pc","pc","pc","pc","pc",6
752335674,"pc","","pc","pc","pc","pc",5
752352462,"pc","pc","pc","pc","pc","pc",6
752388693,"pc","pc","pc","pc","pc","pc",6
752399684,"pc","pc","pc","pc","pc","pc",6
752399903,"pc","pc","pc","pc","pc","pc",6
752401109,"pc","pc","pc","pc","pc","pc",6
752402276,"pc","pc","pc","pc","pc","pc",6
752429747,"pc","pc","","","ez","",3
752441404,"pc","pc","pc","pc","pc","pc",6
752446609,"ez","pc","ez","ez","ez","ez",6
752501426,"pc","pc","pc","","pc","pc",5
752504225,"pc","pc","pc","pc","pc","pc",6
752505023,"pc","pc","pc","pc","pc","pc",6
752512388,"pc","pc","pc","pc","","",4
752532858,"pc","","pc","","pc","pc",4
752578191,"pc","pc","","pc","pc","",4
752623312,"pc","pc","pc","pc","pc","pc",6
752623357,"pc","pc","pc","pc","","pc",5
752636896,"ez","ez","ez","ez","","",4
752648573,"pc","pc","pc","pc","pc","pc",6
752653209,"pc","pc","pc","pc","pc","",5
752700136,"ez","pc","pc","ez","","ez",5
752708540,"pc","pc","pc","pc","pc","pc",6
752756681,"pc","","pc","","pc","pc",4
752768840,"pc","","pc","pc","pc","pc",5
752771427,"pc","pc","pc","pc","","pc",5
752791607,"pc","pc","pc","pc","pc","pc",6
752839932,"pc","pc","pc","pc","pc","pc",6
752860701,"pc","pc","pc","pc","pc","pc",6
752865891,"pc","pc","pc","pc","pc","pc",6
752887505,"pc","pc","pc","pc","pc","pc",6
752908888,"pc","pc","pc","pc","pc","pc",6
752928514,"pc","pc","pc","pc","","",4
752946623,"pc","pc","pc","pc","pc","pc",6
752977652,"pc","pc","pc","pc","pc","pc",6
752985300,"pc","","pc","pc","pc","pc",5
752989033,"pc","pc","pc","pc","pc","pc",6
753034693,"pc","pc","pc","pc","pc","pc",6
753043827,"pc","pc","pc","pc","pc","pc",6
753047401,"pc","pc","pc","pc","","",4
753070026,"pc","pc","pc","pc","pc","pc",6
753155083,"pc","pc","pc","pc","pc","pc",6
753167069,"pc","pc","pc","pc","","pc",5
753192344,"pc","pc","pc","pc","pc","pc",6
756049423,"pc","pc","pc","pc","pc","pc",6
756051334,"pc","pc","pc","pc","pc","pc",6
760156465,"pc","pc","pc","pc","","pc",5
760171217,"pc","pc","pc","pc","pc","pc",6
760207084,"pc","","pc","pc","pc","pc",5
760216784,"pc","","pc","pc","pc","",4
760228065,"pc","","pc","","pc","pc",4
760288037,"pc","pc","pc","pc","pc","pc",6
760297531,"pc","pc","","pc","","pc",4
760318867,"pc","pc","pc","pc","pc","pc",6
760366183,"","","pc","pc","pc","pc",4
760373452,"pc","","pc","","pc","pc",4
760377101,"pc","pc","pc","pc","pc","pc",6
760377117,"pc","pc","pc","pc","","pc",5
760380602,"pc","","pc","","pc","pc",4
760380705,"pc","pc","pc","pc","pc","pc",6
760393953,"pc","pc","pc","pc","pc","pc",6
760397102,"pc","","pc","pc","","",3
760406999,"","pc","","pc","pc","pc",4
760411778,"pc","pc","pc","pc","pc","pc",6
760454399,"pc","","pc","pc","pc","pc",5
760465438,"","ez","ez","ez","","ez",4
760470269,"pc","","pc","pc","pc","pc",5
760472123,"pc","","pc","pc","","",3
760494682,"","pc","","","pc","pc",3
760496051,"pc","pc","pc","pc","","pc",5
760502332,"pc","pc","pc","pc","","pc",5
760505822,"pc","pc","pc","pc","","pc",5
760548351,"pc","pc","pc","pc","pc","pc",6
760555284,"pc","pc","pc","pc","pc","",5
760573676,"pc","","pc","","pc","pc",4
760574602,"pc","pc","pc","pc","","pc",5
760629574,"pc","pc","pc","pc","pc","pc",6
760639687,"pc","pc","pc","pc","pc","pc",6
760645870,"pc","","pc","pc","pc","pc",5
760651319,"","pc","pc","pc","pc","pc",5
760670395,"pc","pc","pc","pc","pc","pc",6
760730219,"pc","","","pc","pc","pc",4
760730245,"pc","pc","pc","pc","pc","pc",6
760730249,"pc","pc","","pc","pc","",4
760740439,"pc","","pc","pc","pc","pc",5
760755965,"pc","pc","pc","pc","pc","pc",6
760787378,"pc","pc","pc","pc","","ez",5
